SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Male,44,With health insurance coverage,High school,Employed,60000,Not a veteran,0,0
Male,22,With health insurance coverage,4+ years of college,Employed,25000,Not a veteran,0,0
Female,71,With health insurance coverage,4+ years of college,Not in labor force,79750,Not a veteran,0,0
Male,51,With health insurance coverage,4+ years of college,Employed,489000,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Employed,35000,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Not in labor force,22500,Not a veteran,0,1
Male,74,With health insurance coverage,High school,Not in labor force,101940,Veteran,0,0
Female,41,With health insurance coverage,4+ years of college,Employed,489000,Not a veteran,0,0
Male,87,With health insurance coverage,Less than high school,Not in labor force,20400,Not a veteran,0,0
Male,83,With health insurance coverage,4+ years of college,Not in labor force,63800,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,18800,Not a veteran,0,0
Male,44,With health insurance coverage,Some college,Employed,62000,Not a veteran,0,0
Male,54,With health insurance coverage,High school,Employed,45000,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Not in labor force,106200,Veteran,0,0
Female,64,No health insurance coverage,4+ years of college,Employed,95000,Not a veteran,0,0
Female,32,With health insurance coverage,4+ years of college,Employed,37300,Not a veteran,0,0
Female,31,With health insurance coverage,Some college,Employed,57000,Not a veteran,0,0
Male,54,With health insurance coverage,4+ years of college,Employed,170000,Not a veteran,0,0
Female,67,With health insurance coverage,Some college,Employed,76100,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Employed,11000,Not a veteran,1,0
Female,86,With health insurance coverage,High school,Not in labor force,36700,Not a veteran,0,0
Female,59,With health insurance coverage,4+ years of college,Employed,56000,Not a veteran,0,0
Female,30,With health insurance coverage,Some college,Not in labor force,100000,Not a veteran,0,0
Female,42,With health insurance coverage,4+ years of college,Employed,75500,Not a veteran,0,0
Male,30,With health insurance coverage,Some college,Employed,72000,Not a veteran,0,0
Male,69,With health insurance coverage,4+ years of college,Employed,85800,Not a veteran,0,0
Female,64,With health insurance coverage,High school,Employed,33000,Not a veteran,0,1
Female,89,With health insurance coverage,High school,Not in labor force,125400,Not a veteran,0,0
Male,80,With health insurance coverage,4+ years of college,Not in labor force,157400,Not a veteran,0,0
Male,37,With health insurance coverage,High school,Not in labor force,4000,Veteran,1,0
Male,61,With health insurance coverage,Some college,Employed,100000,Not a veteran,0,0
Male,52,With health insurance coverage,High school,Employed,113000,Not a veteran,0,0
Female,42,With health insurance coverage,High school,Employed,30600,Not a veteran,0,0
Female,50,With health insurance coverage,High school,Not in labor force,10000,Not a veteran,1,0
Male,72,With health insurance coverage,High school,Not in labor force,53500,Veteran,0,0
Female,50,With health insurance coverage,High school,Not in labor force,100400,Not a veteran,0,0
Male,52,With health insurance coverage,Some high school,Employed,70000,Not a veteran,0,0
Female,78,With health insurance coverage,Some college,Not in labor force,107800,Not a veteran,0,0
Female,54,With health insurance coverage,4+ years of college,Employed,159000,Not a veteran,0,0
Female,50,With health insurance coverage,4+ years of college,Employed,103300,Not a veteran,0,0
Female,83,With health insurance coverage,Some college,Not in labor force,155000,Not a veteran,0,0
Male,59,With health insurance coverage,High school,Employed,26000,Not a veteran,0,0
Male,75,With health insurance coverage,Some college,Not in labor force,10200,Veteran,1,0
Female,75,With health insurance coverage,High school,Employed,56800,Not a veteran,0,0
Female,64,With health insurance coverage,High school,Not in labor force,40000,Not a veteran,0,0
Male,69,With health insurance coverage,Some college,Not in labor force,29900,Veteran,0,0
Female,29,With health insurance coverage,4+ years of college,Employed,50000,Not a veteran,0,0
Male,75,With health insurance coverage,4+ years of college,Not in labor force,65100,Veteran,0,0
Male,65,With health insurance coverage,High school,Not in labor force,58000,Not a veteran,0,0
Male,32,With health insurance coverage,4+ years of college,Employed,65000,Not a veteran,0,0
Male,83,With health insurance coverage,Some high school,Not in labor force,24500,Not a veteran,0,0
Male,80,With health insurance coverage,High school,Employed,48900,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,54600,Not a veteran,0,0
Male,61,With health insurance coverage,Some high school,Employed,165500,Not a veteran,0,0
Female,42,With health insurance coverage,High school,Employed,46000,Not a veteran,0,0
Male,29,With health insurance coverage,Some college,Unemployed,69060,Not a veteran,0,0
Male,64,With health insurance coverage,Some college,Employed,155800,Not a veteran,0,0
Female,53,With health insurance coverage,4+ years of college,Not in labor force,34100,Not a veteran,0,0
Female,69,With health insurance coverage,High school,Not in labor force,109000,Not a veteran,0,1
Male,32,With health insurance coverage,4+ years of college,Employed,53000,Not a veteran,0,0
Female,61,With health insurance coverage,High school,Employed,25600,Not a veteran,0,0
Male,48,With health insurance coverage,Some college,Employed,124400,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,73100,Not a veteran,0,0
Female,34,With health insurance coverage,High school,Employed,30000,Not a veteran,0,0
Male,72,With health insurance coverage,4+ years of college,Employed,44000,Not a veteran,0,0
Female,56,With health insurance coverage,Some college,Employed,151500,Not a veteran,0,0
Female,46,With health insurance coverage,4+ years of college,Employed,210000,Not a veteran,0,0
Female,75,With health insurance coverage,High school,Not in labor force,32800,Not a veteran,0,0
Male,70,With health insurance coverage,High school,Not in labor force,46050,Veteran,0,0
Female,44,With health insurance coverage,High school,Employed,24000,Not a veteran,0,0
Female,36,With health insurance coverage,Some college,Employed,110000,Not a veteran,0,0
Female,85,With health insurance coverage,High school,Not in labor force,32600,Not a veteran,0,0
Male,41,With health insurance coverage,High school,Employed,78000,Not a veteran,0,0
Female,79,With health insurance coverage,High school,Not in labor force,23300,Not a veteran,0,0
Female,71,With health insurance coverage,High school,Not in labor force,31600,Not a veteran,0,0
Male,68,With health insurance coverage,High school,Not in labor force,44400,Veteran,0,0
Female,74,With health insurance coverage,4+ years of college,Not in labor force,67640,Not a veteran,0,0
Female,55,With health insurance coverage,4+ years of college,Employed,112600,Not a veteran,0,0
Male,37,With health insurance coverage,4+ years of college,Employed,97000,Not a veteran,0,1
Female,52,With health insurance coverage,4+ years of college,Employed,79000,Not a veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,50900,Veteran,0,0
Female,51,With health insurance coverage,Some college,Employed,60000,Not a veteran,0,0
Female,40,With health insurance coverage,4+ years of college,Employed,134200,Not a veteran,0,0
Male,28,With health insurance coverage,Some college,Employed,39000,Not a veteran,0,1
Male,83,With health insurance coverage,High school,Not in labor force,67400,Not a veteran,0,0
Female,46,With health insurance coverage,Some high school,Employed,72000,Not a veteran,0,0
Male,80,With health insurance coverage,High school,Not in labor force,148400,Veteran,0,1
Male,54,With health insurance coverage,Some high school,Not in labor force,14500,Not a veteran,0,0
Female,60,With health insurance coverage,High school,Employed,101000,Veteran,0,0
Female,24,With health insurance coverage,4+ years of college,Not in labor force,0,Not a veteran,1,0
Female,88,With health insurance coverage,High school,Not in labor force,28100,Not a veteran,0,0
Male,61,With health insurance coverage,4+ years of college,Not in labor force,26500,Not a veteran,0,0
Male,86,With health insurance coverage,High school,Employed,37300,Veteran,0,0
Male,67,With health insurance coverage,High school,Not in labor force,58300,Not a veteran,0,0
Male,62,No health insurance coverage,4+ years of college,Employed,54200,Not a veteran,0,0
Male,35,With health insurance coverage,4+ years of college,Employed,92060,Not a veteran,0,0
Male,72,With health insurance coverage,Some college,Employed,46300,Not a veteran,0,0
Female,49,No health insurance coverage,High school,Employed,50000,Not a veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,28000,Not a veteran,0,0
Male,57,With health insurance coverage,Some college,Employed,78000,Not a veteran,0,0
Female,55,With health insurance coverage,Some college,Not in labor force,22400,Not a veteran,0,0
Female,26,With health insurance coverage,4+ years of college,Employed,45300,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Employed,83900,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Not in labor force,58200,Not a veteran,0,0
Male,65,With health insurance coverage,Some college,Employed,83850,Not a veteran,0,0
Female,40,With health insurance coverage,Some college,Employed,95000,Not a veteran,0,0
Male,64,No health insurance coverage,Some high school,Not in labor force,36000,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Employed,97000,Not a veteran,0,0
Male,49,With health insurance coverage,4+ years of college,Employed,57170,Not a veteran,0,0
Female,59,With health insurance coverage,Some college,Not in labor force,62300,Not a veteran,0,0
Female,40,With health insurance coverage,Some high school,Employed,6300,Not a veteran,1,1
Male,49,With health insurance coverage,High school,Employed,70000,Not a veteran,0,1
Female,69,With health insurance coverage,4+ years of college,Not in labor force,91300,Not a veteran,0,0
Female,57,With health insurance coverage,4+ years of college,Not in labor force,83000,Not a veteran,0,0
Female,46,With health insurance coverage,Some college,Employed,51000,Not a veteran,0,0
Male,70,With health insurance coverage,Some high school,Not in labor force,12600,Not a veteran,1,0
Male,44,With health insurance coverage,Some college,Employed,81000,Not a veteran,0,0
Female,69,With health insurance coverage,High school,Not in labor force,74700,Not a veteran,0,0
Male,53,With health insurance coverage,High school,Employed,58800,Veteran,0,0
Male,69,With health insurance coverage,4+ years of college,Employed,185700,Not a veteran,0,0
Male,39,With health insurance coverage,High school,Employed,95000,Not a veteran,0,0
Male,41,With health insurance coverage,Some college,Employed,108000,Not a veteran,0,0
Female,59,With health insurance coverage,4+ years of college,Employed,89600,Not a veteran,0,0
Female,70,With health insurance coverage,High school,Not in labor force,29400,Not a veteran,0,0
Female,31,With health insurance coverage,4+ years of college,Employed,70000,Not a veteran,0,0
Female,66,With health insurance coverage,High school,Employed,74000,Not a veteran,0,0
Female,57,With health insurance coverage,Some college,Employed,161000,Not a veteran,0,0
Male,64,With health insurance coverage,4+ years of college,Employed,62000,Not a veteran,0,0
Male,67,With health insurance coverage,4+ years of college,Employed,21900,Not a veteran,0,0
Male,23,With health insurance coverage,Some high school,Employed,35000,Not a veteran,0,0
Male,62,With health insurance coverage,4+ years of college,Employed,44400,Not a veteran,0,1
Female,88,With health insurance coverage,Some college,Not in labor force,63600,Not a veteran,0,0
Male,36,With health insurance coverage,Less than high school,Unemployed,10000,Not a veteran,1,0
Male,55,With health insurance coverage,High school,Employed,80100,Not a veteran,0,0
Female,29,With health insurance coverage,4+ years of college,Employed,128000,Not a veteran,0,0
Male,45,With health insurance coverage,4+ years of college,Employed,110010,Not a veteran,0,0
Male,79,With health insurance coverage,4+ years of college,Not in labor force,96000,Not a veteran,0,0
Male,60,With health insurance coverage,Some college,Not in labor force,52440,Veteran,0,1
Male,54,With health insurance coverage,High school,Employed,275000,Not a veteran,0,0
Male,43,With health insurance coverage,Some college,Employed,145050,Not a veteran,0,0
Male,37,With health insurance coverage,Some college,Employed,6000,Not a veteran,1,0
Female,28,With health insurance coverage,Some college,Employed,100000,Not a veteran,0,0
Male,71,With health insurance coverage,4+ years of college,Employed,120000,Not a veteran,0,0
Male,79,With health insurance coverage,High school,Not in labor force,59300,Not a veteran,0,0
Male,68,With health insurance coverage,High school,Not in labor force,30000,Not a veteran,0,0
Male,66,With health insurance coverage,High school,Not in labor force,44400,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,62000,Not a veteran,0,0
Male,48,With health insurance coverage,4+ years of college,Employed,238000,Not a veteran,0,0
Male,61,With health insurance coverage,Some college,Employed,299600,Not a veteran,0,0
Female,72,With health insurance coverage,High school,Not in labor force,24200,Not a veteran,0,0
Male,57,With health insurance coverage,High school,Not in labor force,165500,Veteran,0,1
Female,54,With health insurance coverage,4+ years of college,Employed,160000,Not a veteran,0,0
Male,59,With health insurance coverage,Some college,Employed,93000,Not a veteran,0,1
Female,47,With health insurance coverage,High school,Not in labor force,30400,Not a veteran,0,0
Female,35,With health insurance coverage,4+ years of college,Employed,185000,Not a veteran,0,0
Male,78,With health insurance coverage,Some college,Not in labor force,25700,Not a veteran,0,0
Female,55,No health insurance coverage,High school,Not in labor force,0,Not a veteran,1,0
Female,37,With health insurance coverage,Some high school,Unemployed,60370,Not a veteran,0,0
Male,66,With health insurance coverage,4+ years of college,Employed,158700,Not a veteran,0,0
Male,32,With health insurance coverage,4+ years of college,Employed,115000,Not a veteran,0,0
Female,78,With health insurance coverage,High school,Not in labor force,27590,Not a veteran,0,0
Female,65,With health insurance coverage,Some college,Employed,101890,Not a veteran,0,0
Male,73,With health insurance coverage,4+ years of college,Not in labor force,84600,Veteran,0,0
Male,44,With health insurance coverage,4+ years of college,Employed,145000,Not a veteran,0,0
Female,54,With health insurance coverage,4+ years of college,Employed,92000,Not a veteran,0,0
Female,59,With health insurance coverage,Less than high school,Not in labor force,13400,Not a veteran,1,0
Male,46,With health insurance coverage,High school,Employed,125000,Not a veteran,0,0
Female,32,With health insurance coverage,Some college,Employed,14400,Not a veteran,1,0
Female,59,With health insurance coverage,High school,Employed,95000,Not a veteran,0,0
Female,78,With health insurance coverage,High school,Not in labor force,0,Not a veteran,1,0
Female,58,With health insurance coverage,Some college,Not in labor force,100,Not a veteran,1,0
Male,30,With health insurance coverage,High school,Employed,25000,Not a veteran,0,0
Male,71,With health insurance coverage,Some high school,Not in labor force,28300,Not a veteran,0,0
Female,64,With health insurance coverage,High school,Employed,60000,Not a veteran,0,0
Male,42,With health insurance coverage,Some college,Employed,60000,Not a veteran,0,0
Female,73,With health insurance coverage,High school,Not in labor force,8100,Not a veteran,1,0
Female,68,With health insurance coverage,4+ years of college,Not in labor force,47400,Not a veteran,0,0
Female,47,With health insurance coverage,High school,Employed,54000,Not a veteran,0,0
Male,58,No health insurance coverage,High school,Employed,97000,Not a veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,25200,Veteran,0,0
Female,80,With health insurance coverage,Some high school,Not in labor force,51790,Not a veteran,0,0
Female,44,With health insurance coverage,4+ years of college,Employed,133500,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,38000,Not a veteran,0,0
Female,55,With health insurance coverage,4+ years of college,Employed,35400,Not a veteran,0,0
Female,39,With health insurance coverage,4+ years of college,Not in labor force,12420,Not a veteran,1,1
Male,69,With health insurance coverage,High school,Employed,47500,Not a veteran,0,0
Female,35,With health insurance coverage,Some college,Employed,32000,Not a veteran,0,0
Female,55,With health insurance coverage,Some college,Employed,44000,Not a veteran,0,0
Female,95,With health insurance coverage,Some high school,Not in labor force,18000,Not a veteran,0,0
Female,73,With health insurance coverage,High school,Not in labor force,8700,Veteran,1,0
Female,65,With health insurance coverage,4+ years of college,Employed,80100,Not a veteran,0,0
Female,62,With health insurance coverage,Some college,Not in labor force,101000,Not a veteran,0,0
Male,67,With health insurance coverage,High school,Not in labor force,75700,Not a veteran,0,0
Female,35,With health insurance coverage,Some college,Employed,192000,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Not in labor force,16800,Not a veteran,0,0
Male,59,With health insurance coverage,4+ years of college,Not in labor force,85600,Not a veteran,0,0
Female,51,With health insurance coverage,4+ years of college,Employed,35000,Not a veteran,0,1
Female,74,With health insurance coverage,High school,Not in labor force,76900,Not a veteran,0,0
Male,73,With health insurance coverage,4+ years of college,Not in labor force,36200,Not a veteran,0,0
Female,23,With health insurance coverage,Some college,Employed,22900,Not a veteran,0,1
Male,62,With health insurance coverage,Some college,Not in labor force,224800,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,79160,Not a veteran,0,0
Female,64,With health insurance coverage,High school,Employed,53000,Not a veteran,0,0
Female,45,With health insurance coverage,High school,Employed,131000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Employed,105700,Not a veteran,0,0
Female,71,With health insurance coverage,4+ years of college,Not in labor force,19000,Not a veteran,0,0
Male,42,With health insurance coverage,4+ years of college,Employed,270000,Not a veteran,0,0
Male,70,With health insurance coverage,High school,Not in labor force,84600,Not a veteran,0,0
Male,50,With health insurance coverage,4+ years of college,Employed,242000,Not a veteran,0,0
Male,58,With health insurance coverage,Some college,Employed,203000,Not a veteran,0,0
Male,50,With health insurance coverage,4+ years of college,Employed,250000,Not a veteran,0,0
Female,27,With health insurance coverage,4+ years of college,Employed,130000,Not a veteran,0,0
Female,56,With health insurance coverage,High school,Employed,34000,Not a veteran,0,0
Male,63,With health insurance coverage,4+ years of college,Not in labor force,113700,Not a veteran,0,0
Female,31,With health insurance coverage,Some college,Employed,106000,Not a veteran,0,0
Male,82,With health insurance coverage,4+ years of college,Not in labor force,74200,Not a veteran,0,0
Female,61,With health insurance coverage,High school,Employed,60000,Not a veteran,0,0
Male,61,With health insurance coverage,Some college,Employed,39000,Not a veteran,0,0
Female,91,With health insurance coverage,High school,Not in labor force,21900,Not a veteran,0,0
Male,31,With health insurance coverage,Some college,Employed,48000,Not a veteran,0,0
Female,76,With health insurance coverage,Some college,Not in labor force,25800,Not a veteran,0,0
Female,40,With health insurance coverage,4+ years of college,Employed,168000,Not a veteran,0,0
Female,66,With health insurance coverage,4+ years of college,Not in labor force,41800,Not a veteran,0,0
Male,25,With health insurance coverage,4+ years of college,Employed,72000,Not a veteran,0,0
Female,59,With health insurance coverage,4+ years of college,Employed,75000,Not a veteran,0,0
Female,20,With health insurance coverage,Some college,Employed,33000,Not a veteran,0,0
Female,56,With health insurance coverage,High school,Employed,108000,Not a veteran,0,0
Male,74,With health insurance coverage,4+ years of college,Not in labor force,398000,Not a veteran,0,0
Female,77,With health insurance coverage,4+ years of college,Not in labor force,34800,Not a veteran,0,0
Male,43,With health insurance coverage,High school,Employed,11800,Not a veteran,1,0
Male,83,With health insurance coverage,Some high school,Not in labor force,39400,Not a veteran,0,0
Female,34,With health insurance coverage,Some college,Unemployed,30000,Not a veteran,0,0
Male,67,With health insurance coverage,High school,Not in labor force,55000,Not a veteran,0,0
Female,71,With health insurance coverage,High school,Not in labor force,19000,Not a veteran,0,0
Male,75,With health insurance coverage,4+ years of college,Employed,27100,Not a veteran,0,0
Male,41,With health insurance coverage,4+ years of college,Employed,124000,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Not in labor force,38800,Not a veteran,0,0
Male,71,With health insurance coverage,Some college,Not in labor force,60320,Not a veteran,0,0
Female,27,With health insurance coverage,4+ years of college,Employed,105000,Not a veteran,0,0
Female,53,With health insurance coverage,High school,Not in labor force,140300,Not a veteran,0,0
Female,69,With health insurance coverage,Some college,Employed,26100,Not a veteran,0,0
Male,45,With health insurance coverage,4+ years of college,Employed,203000,Not a veteran,0,0
Male,30,With health insurance coverage,High school,Employed,90000,Not a veteran,0,0
Male,83,With health insurance coverage,4+ years of college,Not in labor force,112500,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,69950,Not a veteran,0,0
Male,30,With health insurance coverage,4+ years of college,Not in labor force,75000,Not a veteran,0,0
Male,65,With health insurance coverage,Some college,Unemployed,19200,Veteran,0,1
Female,33,With health insurance coverage,4+ years of college,Not in labor force,100000,Not a veteran,0,0
Female,38,With health insurance coverage,Some college,Employed,68000,Not a veteran,0,0
Female,25,With health insurance coverage,High school,Not in labor force,9000,Not a veteran,1,0
Female,60,With health insurance coverage,High school,Employed,61400,Not a veteran,0,0
Male,70,With health insurance coverage,Some college,Not in labor force,35300,Not a veteran,0,0
Female,25,With health insurance coverage,High school,Unemployed,29000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,166600,Not a veteran,0,1
Male,76,With health insurance coverage,4+ years of college,Not in labor force,102200,Veteran,0,0
Female,45,With health insurance coverage,4+ years of college,Employed,589000,Not a veteran,0,0
Female,29,With health insurance coverage,4+ years of college,Employed,30000,Not a veteran,0,1
Male,58,With health insurance coverage,Some college,Not in labor force,32500,Not a veteran,0,0
Female,29,With health insurance coverage,High school,Employed,17100,Not a veteran,1,0
Female,54,With health insurance coverage,High school,Employed,219000,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,65200,Not a veteran,0,0
Male,78,With health insurance coverage,High school,Employed,365700,Not a veteran,0,0
Male,62,With health insurance coverage,High school,Not in labor force,13000,Not a veteran,1,0
Female,58,With health insurance coverage,Some college,Not in labor force,20000,Not a veteran,0,0
Female,51,With health insurance coverage,High school,Employed,185000,Not a veteran,0,0
Female,74,With health insurance coverage,Some college,Not in labor force,49900,Not a veteran,0,0
Female,69,With health insurance coverage,4+ years of college,Not in labor force,17500,Not a veteran,0,0
Female,41,With health insurance coverage,High school,Not in labor force,110500,Veteran,0,0
Male,68,With health insurance coverage,Some college,Not in labor force,52300,Not a veteran,0,0
Male,74,With health insurance coverage,4+ years of college,Not in labor force,80000,Not a veteran,0,0
Female,55,With health insurance coverage,High school,Employed,92000,Not a veteran,0,0
Male,61,No health insurance coverage,4+ years of college,Not in labor force,0,Not a veteran,1,0
Female,64,No health insurance coverage,Some college,Not in labor force,27400,Not a veteran,0,0
Male,83,With health insurance coverage,High school,Not in labor force,17780,Not a veteran,0,0
Female,37,With health insurance coverage,High school,Employed,20000,Not a veteran,0,0
Female,48,With health insurance coverage,4+ years of college,Employed,20000,Not a veteran,0,0
Male,84,With health insurance coverage,Some college,Not in labor force,494200,Not a veteran,0,0
Male,31,With health insurance coverage,4+ years of college,Employed,75000,Not a veteran,0,0
Female,53,With health insurance coverage,Some college,Employed,37200,Not a veteran,0,0
Male,30,With health insurance coverage,Some college,Employed,45000,Not a veteran,0,0
Female,57,With health insurance coverage,High school,Not in labor force,108030,Not a veteran,0,0
Female,53,With health insurance coverage,4+ years of college,Employed,113000,Not a veteran,0,0
Female,55,With health insurance coverage,Some college,Employed,90000,Not a veteran,0,0
Female,51,With health insurance coverage,Some college,Employed,91000,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,135400,Not a veteran,0,0
Male,28,With health insurance coverage,4+ years of college,Employed,170200,Not a veteran,0,0
Female,64,With health insurance coverage,Some college,Employed,87600,Not a veteran,0,0
Female,41,With health insurance coverage,Some college,Employed,61000,Not a veteran,0,0
Male,76,With health insurance coverage,4+ years of college,Not in labor force,84200,Veteran,0,0
Female,33,With health insurance coverage,4+ years of college,Employed,96900,Not a veteran,0,0
Male,40,No health insurance coverage,High school,Not in labor force,62700,Veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,74000,Not a veteran,0,0
Male,71,With health insurance coverage,4+ years of college,Employed,87820,Not a veteran,0,0
Female,69,With health insurance coverage,4+ years of college,Unemployed,17600,Not a veteran,0,0
Male,64,With health insurance coverage,Some college,Employed,15030,Not a veteran,0,0
Female,40,With health insurance coverage,4+ years of college,Not in labor force,188000,Not a veteran,0,0
Female,52,With health insurance coverage,High school,Employed,85000,Not a veteran,0,0
Female,50,With health insurance coverage,High school,Employed,17600,Not a veteran,0,0
Male,59,With health insurance coverage,High school,Not in labor force,17600,Not a veteran,0,0
Female,62,With health insurance coverage,High school,Not in labor force,62000,Not a veteran,0,0
Male,63,With health insurance coverage,Some high school,Employed,95000,Not a veteran,0,0
Male,75,With health insurance coverage,Some college,Not in labor force,4800,Veteran,1,0
Male,69,With health insurance coverage,High school,Not in labor force,57000,Veteran,0,0
Male,64,With health insurance coverage,Some high school,Not in labor force,10100,Not a veteran,1,0
Female,79,With health insurance coverage,Some college,Not in labor force,366600,Not a veteran,0,0
Female,77,With health insurance coverage,High school,Not in labor force,15600,Not a veteran,0,0
Female,57,With health insurance coverage,Some college,Employed,66700,Not a veteran,0,0
Male,53,With health insurance coverage,4+ years of college,Employed,215520,Not a veteran,0,0
Female,80,With health insurance coverage,High school,Not in labor force,17100,Not a veteran,0,0
Male,27,With health insurance coverage,4+ years of college,Employed,87000,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Not in labor force,96500,Not a veteran,0,0
Male,74,With health insurance coverage,High school,Not in labor force,62800,Veteran,0,0
Female,57,No health insurance coverage,High school,Not in labor force,56000,Not a veteran,0,0
Male,66,With health insurance coverage,Some college,Employed,137600,Not a veteran,0,0
Male,83,With health insurance coverage,Less than high school,Not in labor force,36500,Not a veteran,0,0
Male,25,With health insurance coverage,4+ years of college,Employed,25000,Not a veteran,0,0
Female,67,With health insurance coverage,Some college,Employed,124800,Not a veteran,0,0
Male,68,With health insurance coverage,4+ years of college,Not in labor force,20000,Not a veteran,0,0
Male,26,With health insurance coverage,4+ years of college,Employed,10000,Not a veteran,1,0
Female,33,With health insurance coverage,Some college,Not in labor force,60000,Not a veteran,0,0
Female,60,With health insurance coverage,4+ years of college,Employed,60000,Not a veteran,0,0
Female,50,With health insurance coverage,Some college,Employed,44000,Not a veteran,0,0
Female,78,With health insurance coverage,4+ years of college,Not in labor force,29900,Not a veteran,0,0
Male,61,With health insurance coverage,High school,Employed,113000,Not a veteran,0,0
Male,58,With health insurance coverage,Some college,Employed,35400,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Employed,207000,Not a veteran,0,1
Male,50,No health insurance coverage,High school,Employed,40000,Not a veteran,0,0
Male,69,With health insurance coverage,High school,Not in labor force,78100,Not a veteran,0,0
Male,38,With health insurance coverage,Some college,Employed,89000,Not a veteran,0,0
Male,70,With health insurance coverage,Some college,Not in labor force,113600,Not a veteran,0,0
Female,70,With health insurance coverage,4+ years of college,Not in labor force,33900,Not a veteran,0,0
Male,70,With health insurance coverage,High school,Not in labor force,54000,Veteran,0,0
Female,74,With health insurance coverage,Some high school,Not in labor force,15800,Not a veteran,0,0
Male,58,With health insurance coverage,4+ years of college,Employed,250000,Veteran,0,0
Male,61,With health insurance coverage,High school,Not in labor force,10100,Not a veteran,1,1
Female,47,With health insurance coverage,Some college,Not in labor force,126000,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,94000,Not a veteran,0,0
Male,55,With health insurance coverage,High school,Employed,113000,Veteran,0,0
Male,40,With health insurance coverage,4+ years of college,Employed,195000,Not a veteran,0,0
Female,57,With health insurance coverage,4+ years of college,Employed,135000,Not a veteran,0,0
Male,63,With health insurance coverage,High school,Not in labor force,11000,Not a veteran,1,0
Female,69,With health insurance coverage,High school,Not in labor force,38200,Not a veteran,0,0
Male,30,With health insurance coverage,Some college,Employed,100000,Not a veteran,0,0
Female,19,With health insurance coverage,Some college,Not in labor force,14000,Not a veteran,1,0
Male,60,With health insurance coverage,High school,Not in labor force,9600,Not a veteran,1,1
Male,65,With health insurance coverage,Some college,Not in labor force,12000,Veteran,1,0
Male,59,With health insurance coverage,Some college,Employed,110800,Not a veteran,0,0
Male,58,With health insurance coverage,4+ years of college,Employed,205000,Not a veteran,0,0
Female,52,With health insurance coverage,4+ years of college,Employed,178300,Not a veteran,0,0
Male,61,With health insurance coverage,4+ years of college,Employed,38000,Not a veteran,0,1
Male,38,With health insurance coverage,4+ years of college,Employed,158000,Not a veteran,0,0
Female,36,With health insurance coverage,4+ years of college,Employed,101000,Not a veteran,0,0
Female,31,With health insurance coverage,4+ years of college,Employed,85000,Not a veteran,0,0
Female,32,With health insurance coverage,Some college,Employed,65000,Not a veteran,0,0
Female,51,No health insurance coverage,High school,Unemployed,29000,Not a veteran,0,0
Male,61,With health insurance coverage,Some college,Not in labor force,44400,Not a veteran,0,0
Male,59,With health insurance coverage,4+ years of college,Employed,146300,Not a veteran,0,0
Female,64,With health insurance coverage,4+ years of college,Not in labor force,14900,Not a veteran,0,0
Male,42,With health insurance coverage,High school,Employed,14000,Not a veteran,1,0
Female,73,With health insurance coverage,High school,Not in labor force,88700,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,0,Not a veteran,1,0
Female,39,With health insurance coverage,Some college,Employed,82800,Not a veteran,0,0
Male,72,With health insurance coverage,Some college,Not in labor force,141840,Veteran,0,0
Female,32,With health insurance coverage,4+ years of college,Employed,50000,Not a veteran,0,0
Male,71,With health insurance coverage,High school,Not in labor force,71800,Not a veteran,0,0
Male,77,With health insurance coverage,High school,Not in labor force,12000,Not a veteran,1,0
Male,71,With health insurance coverage,4+ years of college,Employed,100000,Not a veteran,0,0
Female,82,With health insurance coverage,High school,Not in labor force,32000,Not a veteran,0,0
